date,detail,sub_detail,en_espanol,cases,new.cases,deaths,new.deaths,total state population,pct state population,"Cases per 10,000","Deaths per 10,000"
8/6/2020,Gender,Female,Mujeres,22393,417,NA,NA,,,,
8/6/2020,Gender,Gender Unknown,Género desconocidos,120,-3,NA,NA,,,,
8/6/2020,Gender,Male,Hombres,24515,321,NA,NA,,,,
8/6/2020,Race or Ethnicity,African American,Afroamericano,10074,146,138,2,473795,15.70%,212.623603,2.912652096
8/6/2020,Race or Ethnicity,Asian,Asiático,669,10,7,0,51303,1.70%,130.4017309,1.364442625
8/6/2020,Race or Ethnicity,Hispanic,Hispano,10743,144,46,0,232371,7.70%,462.3210297,1.979592978
8/6/2020,Race or Ethnicity,Multi-Racial,Multirracial,421,5,6,0,66392,2.20%,63.41125437,0.9037233402
8/6/2020,Race or Ethnicity,Native American,Nativo Americano,134,5,2,0,30178,1.00%,44.40320763,0.6627344423
8/6/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2198,5,35,2,12071,0.40%,1820.893049,28.99511225
8/6/2020,Race or Ethnicity,White,Blanco,23933,360,303,1,2387083,79.10%,100.2604434,1.269331649
8/5/2020,Age,0-17,,5883,85,0,0,,,,
8/5/2020,Age,18-24,,6368,127,0,0,,,,
8/5/2020,Age,25-44,,16738,372,28,-1,,,,
8/5/2020,Age,45-64,,12254,219,126,11,,,,
8/5/2020,Age,65+,,5050,109,354,11,,,,
8/5/2020,Facility Type,Broader Community,Comunidad más amplia,40215,740,346,13,,,,
8/5/2020,Facility Type,Corrections,Intalación correccional,5281,158,30,2,,,,
8/5/2020,Facility Type,Nursing Home,Asilo de ancianos,797,14,132,3,,,,
8/5/2020,Gender,Female,Mujeres,21976,403,NA,NA,,,,
8/5/2020,Gender,Gender Unknown,Género desconocidos,123,13,NA,NA,,,,
8/5/2020,Gender,Male,Hombres,24194,496,NA,NA,,,,
8/5/2020,Race or Ethnicity,African American,Afroamericano,9928,299,136,7,473795,15.70%,209.5421015,2.870439747
8/5/2020,Race or Ethnicity,Asian,Asiático,659,16,7,0,51303,1.70%,128.4525271,1.364442625
8/5/2020,Race or Ethnicity,Hispanic,Hispano,10599,177,46,3,232371,7.70%,456.124043,1.979592978
8/5/2020,Race or Ethnicity,Multi-Racial,Multirracial,416,5,6,0,66392,2.20%,62.65815158,0.9037233402
8/5/2020,Race or Ethnicity,Native American,Nativo Americano,129,4,2,0,30178,1.00%,42.74637153,0.6627344423
8/5/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2193,10,33,0,12071,0.40%,1816.750891,27.3382487
8/5/2020,Race or Ethnicity,White,Blanco,23573,740,302,12,2387083,79.10%,98.75232658,1.265142435
8/4/2020,Age,0-17,,5798,104,0,0,,,,
8/4/2020,Age,18-24,,6241,109,0,0,,,,
8/4/2020,Age,25-44,,16366,277,29,3,,,,
8/4/2020,Age,45-64,,12035,199,115,3,,,,
8/4/2020,Age,65+,,4941,95,343,8,,,,
8/4/2020,Facility Type,Broader Community,Comunidad más amplia,39475,758,333,14,,,,
8/4/2020,Facility Type,Corrections,Intalación correccional,5123,10,28,1,,,,
8/4/2020,Facility Type,Nursing Home,Asilo de ancianos,783,16,129,0,,,,
8/4/2020,Gender,Female,Mujeres,21573,319,NA,NA,,,,
8/4/2020,Gender,Gender Unknown,Género desconocidos,110,8,NA,NA,,,,
8/4/2020,Gender,Male,Hombres,23698,357,NA,NA,,,,
8/4/2020,Race or Ethnicity,African American,Afroamericano,9629,231,129,7,473795,15.70%,203.2313553,2.722696525
8/4/2020,Race or Ethnicity,Asian,Asiático,643,16,7,0,51303,1.70%,125.3338011,1.364442625
8/4/2020,Race or Ethnicity,Hispanic,Hispano,10376,177,43,-1,232371,7.70%,446.5273205,1.850489089
8/4/2020,Race or Ethnicity,Multi-Racial,Multirracial,411,5,6,0,66392,2.20%,61.9050488,0.9037233402
8/4/2020,Race or Ethnicity,Native American,Nativo Americano,125,2,2,0,30178,1.00%,41.42090264,0.6627344423
8/4/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2183,9,33,1,12071,0.40%,1808.466573,27.3382487
8/4/2020,Race or Ethnicity,White,Blanco,22833,482,290,5,2387083,79.10%,95.6523087,1.214871875
8/3/2020,Age,0-17,,5694,83,0,0,,,,
8/3/2020,Age,18-24,,6132,115,0,0,,,,
8/3/2020,Age,25-44,,16089,242,26,0,,,,
8/3/2020,Age,45-64,,11836,226,115,1,,,,
8/3/2020,Age,65+,,4846,121,334,10,,,,
8/3/2020,Facility Type,Broader Community,Comunidad más amplia,38717,774,319,9,,,,
8/3/2020,Facility Type,Corrections,Intalación correccional,5113,6,27,1,,,,
8/3/2020,Facility Type,Nursing Home,Asilo de ancianos,767,7,129,1,,,,
8/3/2020,Gender,Female,Mujeres,21154,433,NA,NA,,,,
8/3/2020,Gender,Gender Unknown,Género desconocidos,102,12,NA,NA,,,,
8/3/2020,Gender,Male,Hombres,23341,342,NA,NA,,,,
8/3/2020,Race or Ethnicity,African American,Afroamericano,9398,113,122,4,473795,15.70%,198.355829,2.574953303
8/3/2020,Race or Ethnicity,Asian,Asiático,627,3,7,0,51303,1.70%,122.2150751,1.364442625
8/3/2020,Race or Ethnicity,Hispanic,Hispano,10199,96,44,0,232371,7.70%,438.910191,1.893523719
8/3/2020,Race or Ethnicity,Multi-Racial,Multirracial,406,1,6,0,66392,2.20%,61.15194602,0.9037233402
8/3/2020,Race or Ethnicity,Native American,Nativo Americano,123,2,2,0,30178,1.00%,40.7581682,0.6627344423
8/3/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2174,7,32,0,12071,0.40%,1801.010687,26.50981692
8/3/2020,Race or Ethnicity,White,Blanco,22351,286,285,7,2387083,79.10%,93.63310786,1.193925808
8/2/2020,Age,0-17,,5611,93,0,0,,,,
8/2/2020,Age,18-24,,6017,86,0,0,,,,
8/2/2020,Age,25-44,,15847,214,26,1,,,,
8/2/2020,Age,45-64,,11610,170,114,0,,,,
8/2/2020,Age,65+,,4725,74,324,5,,,,
8/2/2020,Facility Type,Broader Community,Comunidad más amplia,37943,621,310,4,,,,
8/2/2020,Facility Type,Corrections,Intalación correccional,5107,10,26,0,,,,
8/2/2020,Facility Type,Nursing Home,Asilo de ancianos,760,6,128,2,,,,
8/2/2020,Gender,Female,Mujeres,20721,353,NA,NA,,,,
8/2/2020,Gender,Gender Unknown,Género desconocidos,90,10,NA,NA,,,,
8/2/2020,Gender,Male,Hombres,22999,274,NA,NA,,,,
8/2/2020,Race or Ethnicity,African American,Afroamericano,9285,123,118,0,473795,15.70%,195.9708313,2.490528604
8/2/2020,Race or Ethnicity,Asian,Asiático,624,6,7,0,51303,1.70%,121.630314,1.364442625
8/2/2020,Race or Ethnicity,Hispanic,Hispano,10103,107,44,0,232371,7.70%,434.7788666,1.893523719
8/2/2020,Race or Ethnicity,Multi-Racial,Multirracial,405,2,6,0,66392,2.20%,61.00132546,0.9037233402
8/2/2020,Race or Ethnicity,Native American,Nativo Americano,121,1,2,0,30178,1.00%,40.09543376,0.6627344423
8/2/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2167,6,32,0,12071,0.40%,1795.211664,26.50981692
8/2/2020,Race or Ethnicity,White,Blanco,22065,295,278,7,2387083,79.10%,92.43499283,1.164601315
8/1/2020,Age,0-17,,5518,72,0,0,,,,
8/1/2020,Age,18-24,,5931,111,0,0,,,,
8/1/2020,Age,25-44,,15633,264,25,0,,,,
8/1/2020,Age,45-64,,11440,145,114,0,,,,
8/1/2020,Age,65+,,4651,71,319,5,,,,
8/1/2020,Facility Type,Broader Community,Comunidad más amplia,37322,510,306,4,,,,
8/1/2020,Facility Type,Corrections,Intalación correccional,5097,142,26,0,,,,
8/1/2020,Facility Type,Nursing Home,Asilo de ancianos,754,10,126,1,,,,
8/1/2020,Gender,Female,Mujeres,20368,304,NA,NA,,,,
8/1/2020,Gender,Gender Unknown,Género desconocidos,80,29,NA,NA,,,,
8/1/2020,Gender,Male,Hombres,22725,329,NA,NA,,,,
8/1/2020,Race or Ethnicity,African American,Afroamericano,9162,151,118,1,473795,15.70%,193.3747718,2.490528604
8/1/2020,Race or Ethnicity,Asian,Asiático,618,16,7,0,51303,1.70%,120.4607918,1.364442625
8/1/2020,Race or Ethnicity,Hispanic,Hispano,9996,122,44,0,232371,7.70%,430.1741611,1.893523719
8/1/2020,Race or Ethnicity,Multi-Racial,Multirracial,403,-15,6,0,66392,2.20%,60.70008435,0.9037233402
8/1/2020,Race or Ethnicity,Native American,Nativo Americano,120,0,2,0,30178,1.00%,39.76406654,0.6627344423
8/1/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2161,21,32,0,12071,0.40%,1790.241074,26.50981692
8/1/2020,Race or Ethnicity,White,Blanco,21770,366,271,4,2387083,79.10%,91.19917489,1.135276821
7/31/2020,Age,0-17,,5446,105,0,0,,,,
7/31/2020,Age,18-24,,5821,89,0,0,,,,
7/31/2020,Age,25-44,,15369,247,25,1,,,,
7/31/2020,Age,45-64,,11295,208,114,3,,,,
7/31/2020,Age,65+,,4580,103,314,7,,,,
7/31/2020,Facility Type,Broader Community,Comunidad más amplia,36812,715,302,10,,,,
7/31/2020,Facility Type,Corrections,Intalación correccional,4955,33,26,1,,,,
7/31/2020,Facility Type,Nursing Home,Asilo de ancianos,744,4,125,0,,,,
7/31/2020,Gender,Female,Mujeres,20064,446,NA,NA,,,,
7/31/2020,Gender,Gender Unknown,Género desconocidos,51,-36,NA,NA,,,,
7/31/2020,Gender,Male,Hombres,22396,342,NA,NA,,,,
7/31/2020,Race or Ethnicity,African American,Afroamericano,9011,149,117,2,473795,15.70%,190.1877394,2.46942243
7/31/2020,Race or Ethnicity,Asian,Asiático,602,9,7,1,51303,1.70%,117.3420658,1.364442625
7/31/2020,Race or Ethnicity,Hispanic,Hispano,9874,195,44,1,232371,7.70%,424.9239363,1.893523719
7/31/2020,Race or Ethnicity,Multi-Racial,Multirracial,418,1,6,0,66392,2.20%,62.9593927,0.9037233402
7/31/2020,Race or Ethnicity,Native American,Nativo Americano,120,0,2,0,30178,1.00%,39.76406654,0.6627344423
7/31/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2140,13,32,1,12071,0.40%,1772.844006,26.50981692
7/31/2020,Race or Ethnicity,White,Blanco,21404,409,267,7,2387083,79.10%,89.6659228,1.118519968
7/30/2020,Age,0-17,,5341,100,0,0,,,,
7/30/2020,Age,18-24,,5732,103,0,0,,,,
7/30/2020,Age,25-44,,15122,298,24,0,,,,
7/30/2020,Age,45-64,,11087,211,111,0,,,,
7/30/2020,Age,65+,,4477,79,307,8,,,,
7/30/2020,Facility Type,Broader Community,Comunidad más amplia,36097,753,292,3,,,,
7/30/2020,Facility Type,Corrections,Intalación correccional,4922,32,25,0,,,,
7/30/2020,Facility Type,Nursing Home,Asilo de ancianos,740,6,125,5,,,,
7/30/2020,Gender,Female,Mujeres,19618,407,NA,NA,,,,
7/30/2020,Gender,Gender Unknown,Género desconocidos,87,7,NA,NA,,,,
7/30/2020,Gender,Male,Hombres,22054,377,NA,NA,,,,
7/30/2020,Race or Ethnicity,African American,Afroamericano,8862,189,115,2,473795,15.70%,187.0429194,2.42721008
7/30/2020,Race or Ethnicity,Asian,Asiático,593,6,6,0,51303,1.70%,115.5877824,1.16952225
7/30/2020,Race or Ethnicity,Hispanic,Hispano,9679,186,43,0,232371,7.70%,416.5321834,1.850489089
7/30/2020,Race or Ethnicity,Multi-Racial,Multirracial,417,9,6,0,66392,2.20%,62.80877214,0.9037233402
7/30/2020,Race or Ethnicity,Native American,Nativo Americano,120,0,2,0,30178,1.00%,39.76406654,0.6627344423
7/30/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2127,24,31,0,12071,0.40%,1762.074393,25.68138514
7/30/2020,Race or Ethnicity,White,Blanco,20995,468,260,5,2387083,79.10%,87.95253454,1.089195474
7/29/2020,Age,0-17,,5241,81,0,0,,,,
7/29/2020,Age,18-24,,5629,123,0,0,,,,
7/29/2020,Age,25-44,,14824,280,24,1,,,,
7/29/2020,Age,45-64,,10876,195,111,1,,,,
7/29/2020,Age,65+,,4398,108,299,4,,,,
7/29/2020,Facility Type,Broader Community,Comunidad más amplia,35344,608,289,6,,,,
7/29/2020,Facility Type,Corrections,Intalación correccional,4890,170,25,0,,,,
7/29/2020,Facility Type,Nursing Home,Asilo de ancianos,734,9,120,0,,,,
7/29/2020,Gender,Female,Mujeres,19211,339,NA,NA,,,,
7/29/2020,Gender,Gender Unknown,Género desconocidos,80,-13,NA,NA,,,,
7/29/2020,Gender,Male,Hombres,21677,461,NA,NA,,,,
7/29/2020,Race or Ethnicity,African American,Afroamericano,8673,249,113,3,473795,15.70%,183.0538524,2.384997731
7/29/2020,Race or Ethnicity,Asian,Asiático,587,7,6,0,51303,1.70%,114.4182601,1.16952225
7/29/2020,Race or Ethnicity,Hispanic,Hispano,9493,185,43,1,232371,7.70%,408.5277423,1.850489089
7/29/2020,Race or Ethnicity,Multi-Racial,Multirracial,408,4,6,0,66392,2.20%,61.45318713,0.9037233402
7/29/2020,Race or Ethnicity,Native American,Nativo Americano,120,2,2,0,30178,1.00%,39.76406654,0.6627344423
7/29/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2103,7,31,1,12071,0.40%,1742.19203,25.68138514
7/29/2020,Race or Ethnicity,White,Blanco,20527,562,255,5,2387083,79.10%,85.99198268,1.068249407
7/28/2020,Age,0-17,,5160,81,0,0,,,,
7/28/2020,Age,18-24,,5506,100,0,0,,,,
7/28/2020,Age,25-44,,14544,234,23,0,,,,
7/28/2020,Age,45-64,,10681,210,110,5,,,,
7/28/2020,Age,65+,,4290,106,295,15,,,,
7/28/2020,Facility Type,Broader Community,Comunidad más amplia,34736,706,283,12,,,,
7/28/2020,Facility Type,Corrections,Intalación correccional,4720,20,25,3,,,,
7/28/2020,Facility Type,Nursing Home,Asilo de ancianos,725,8,120,4,,,,
7/28/2020,Gender,Female,Mujeres,18872,226,NA,NA,,,,
7/28/2020,Gender,Gender Unknown,Género desconocidos,93,-26,NA,NA,,,,
7/28/2020,Gender,Male,Hombres,21216,352,NA,NA,,,,
7/28/2020,Race or Ethnicity,African American,Afroamericano,8424,160,110,4,473795,15.70%,177.7984149,2.321679207
7/28/2020,Race or Ethnicity,Asian,Asiático,580,13,6,0,51303,1.70%,113.0538175,1.16952225
7/28/2020,Race or Ethnicity,Hispanic,Hispano,9308,151,42,1,232371,7.70%,400.5663357,1.807454459
7/28/2020,Race or Ethnicity,Multi-Racial,Multirracial,404,1,6,0,66392,2.20%,60.8507049,0.9037233402
7/28/2020,Race or Ethnicity,Native American,Nativo Americano,118,5,2,0,30178,1.00%,39.1013321,0.6627344423
7/28/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2096,14,30,0,12071,0.40%,1736.393008,24.85295336
7/28/2020,Race or Ethnicity,White,Blanco,19965,463,250,13,2387083,79.10%,83.63764477,1.047303341
7/27/2020,Age,0-17,,5079,121,0,0,,,,
7/27/2020,Age,18-24,,5406,134,0,0,,,,
7/27/2020,Age,25-44,,14310,266,23,0,,,,
7/27/2020,Age,45-64,,10471,208,105,1,,,,
7/27/2020,Age,65+,,4184,95,280,6,,,,
7/27/2020,Facility Type,Broader Community,Comunidad más amplia,34030,811,271,8,,,,
7/27/2020,Facility Type,Corrections,Intalación correccional,4700,10,22,0,,,,
7/27/2020,Facility Type,Nursing Home,Asilo de ancianos,717,2,116,0,,,,
7/27/2020,Gender,Female,Mujeres,18646,612,NA,NA,,,,
7/27/2020,Gender,Gender Unknown,Género desconocidos,119,28,NA,NA,,,,
7/27/2020,Gender,Male,Hombres,20864,366,NA,NA,,,,
7/27/2020,Race or Ethnicity,African American,Afroamericano,8264,103,106,0,473795,15.70%,174.421427,2.237254509
7/27/2020,Race or Ethnicity,Asian,Asiático,567,6,6,0,51303,1.70%,110.5198526,1.16952225
7/27/2020,Race or Ethnicity,Hispanic,Hispano,9157,126,41,1,232371,7.70%,394.0681066,1.764419829
7/27/2020,Race or Ethnicity,Multi-Racial,Multirracial,403,1,6,0,66392,2.20%,60.70008435,0.9037233402
7/27/2020,Race or Ethnicity,Native American,Nativo Americano,113,0,2,0,30178,1.00%,37.44449599,0.6627344423
7/27/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2082,10,30,0,12071,0.40%,1724.794963,24.85295336
7/27/2020,Race or Ethnicity,White,Blanco,19502,363,237,5,2387083,79.10%,81.69803899,0.9928435668
7/26/2020,Age,0-17,,4955,108,0,0,,,,
7/26/2020,Age,18-24,,5272,90,0,0,,,,
7/26/2020,Age,25-44,,14044,213,23,0,,,,
7/26/2020,Age,45-64,,10263,169,104,0,,,,
7/26/2020,Age,65+,,4089,62,274,2,,,,
7/26/2020,Facility Type,Broader Community,Comunidad más amplia,33219,623,263,2,,,,
7/26/2020,Facility Type,Corrections,Intalación correccional,4690,16,22,0,,,,
7/26/2020,Facility Type,Nursing Home,Asilo de ancianos,714,3,116,0,,,,
7/26/2020,Gender,Female,Mujeres,18034,337,NA,NA,,,,
7/26/2020,Gender,Gender Unknown,Género desconocidos,91,7,NA,NA,,,,
7/26/2020,Gender,Male,Hombres,20498,298,NA,NA,,,,
7/26/2020,Race or Ethnicity,African American,Afroamericano,8161,103,106,0,473795,15.70%,172.247491,2.237254509
7/26/2020,Race or Ethnicity,Asian,Asiático,561,10,6,0,51303,1.70%,109.3503304,1.16952225
7/26/2020,Race or Ethnicity,Hispanic,Hispano,9031,109,40,0,232371,7.70%,388.6457432,1.721385199
7/26/2020,Race or Ethnicity,Multi-Racial,Multirracial,402,5,6,0,66392,2.20%,60.54946379,0.9037233402
7/26/2020,Race or Ethnicity,Native American,Nativo Americano,113,4,2,0,30178,1.00%,37.44449599,0.6627344423
7/26/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2072,29,30,0,12071,0.40%,1716.510645,24.85295336
7/26/2020,Race or Ethnicity,White,Blanco,19139,273,232,1,2387083,79.10%,80.17735454,0.9718975
7/25/2020,Age,0-17,,4847,150,0,0,,,,
7/25/2020,Age,18-24,,5182,99,0,0,,,,
7/25/2020,Age,25-44,,13831,229,23,0,,,,
7/25/2020,Age,45-64,,10094,171,104,3,,,,
7/25/2020,Age,65+,,4027,83,272,2,,,,
7/25/2020,Facility Type,Broader Community,Comunidad más amplia,32596,410,261,5,,,,
7/25/2020,Facility Type,Corrections,Intalación correccional,4674,274,22,0,,,,
7/25/2020,Facility Type,Nursing Home,Asilo de ancianos,711,48,116,1,,,,
7/25/2020,Gender,Female,Mujeres,17697,369,NA,NA,,,,
7/25/2020,Gender,Gender Unknown,Género desconocidos,84,10,NA,NA,,,,
7/25/2020,Gender,Male,Hombres,20200,353,NA,NA,,,,
7/25/2020,Race or Ethnicity,African American,Afroamericano,8058,204,106,1,473795,15.70%,170.073555,2.237254509
7/25/2020,Race or Ethnicity,Asian,Asiático,551,10,6,0,51303,1.70%,107.4011266,1.16952225
7/25/2020,Race or Ethnicity,Hispanic,Hispano,8922,138,40,0,232371,7.70%,383.9549686,1.721385199
7/25/2020,Race or Ethnicity,Multi-Racial,Multirracial,397,7,6,1,66392,2.20%,59.79636101,0.9037233402
7/25/2020,Race or Ethnicity,Native American,Nativo Americano,109,2,2,1,30178,1.00%,36.11902711,0.6627344423
7/25/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2043,15,30,0,12071,0.40%,1692.486124,24.85295336
7/25/2020,Race or Ethnicity,White,Blanco,18866,470,231,6,2387083,79.10%,79.03369929,0.9677082866
7/24/2020,Age,0-17,,4697,177,0,0,,,,
7/24/2020,Age,18-24,,5083,128,0,0,,,,
7/24/2020,Age,25-44,,13602,300,23,1,,,,
7/24/2020,Age,45-64,,9923,248,101,1,,,,
7/24/2020,Age,65+,,3944,137,270,6,,,,
7/24/2020,Facility Type,Broader Community,Comunidad más amplia,32186,977,256,6,,,,
7/24/2020,Facility Type,Corrections,Intalación correccional,4400,7,22,1,,,,
7/24/2020,Facility Type,Nursing Home,Asilo de ancianos,663,6,116,1,,,,
7/24/2020,Gender,Female,Mujeres,17328,472,NA,NA,,,,
7/24/2020,Gender,Gender Unknown,Género desconocidos,74,24,NA,NA,,,,
7/24/2020,Gender,Male,Hombres,19847,494,NA,NA,,,,
7/24/2020,Race or Ethnicity,African American,Afroamericano,7854,144,105,3,473795,15.70%,165.7678954,2.216148334
7/24/2020,Race or Ethnicity,Asian,Asiático,541,19,6,0,51303,1.70%,105.4519229,1.16952225
7/24/2020,Race or Ethnicity,Hispanic,Hispano,8784,170,40,0,232371,7.70%,378.0161896,1.721385199
7/24/2020,Race or Ethnicity,Multi-Racial,Multirracial,390,5,5,0,66392,2.20%,58.74201711,0.7531027835
7/24/2020,Race or Ethnicity,Native American,Nativo Americano,107,5,1,0,30178,1.00%,35.45629266,0.3313672212
7/24/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2028,16,30,0,12071,0.40%,1680.059647,24.85295336
7/24/2020,Race or Ethnicity,White,Blanco,18396,487,225,4,2387083,79.10%,77.06476901,0.9425730065
7/23/2020,Age,0-17,,4520,156,0,0,,,,
7/23/2020,Age,18-24,,4955,148,0,0,,,,
7/23/2020,Age,25-44,,13302,313,22,0,,,,
7/23/2020,Age,45-64,,9675,267,100,0,,,,
7/23/2020,Age,65+,,3807,129,264,6,,,,
7/23/2020,Facility Type,Broader Community,Comunidad más amplia,31209,998,250,4,,,,
7/23/2020,Facility Type,Corrections,Intalación correccional,4393,5,21,0,,,,
7/23/2020,Facility Type,Nursing Home,Asilo de ancianos,657,10,115,2,,,,
7/23/2020,Gender,Female,Mujeres,16856,538,NA,NA,,,,
7/23/2020,Gender,Gender Unknown,Género desconocidos,50,1,NA,NA,,,,
7/23/2020,Gender,Male,Hombres,19353,474,NA,NA,,,,
7/23/2020,Race or Ethnicity,African American,Afroamericano,7710,189,102,2,473795,15.70%,162.7286063,2.15282981
7/23/2020,Race or Ethnicity,Asian,Asiático,522,24,6,0,51303,1.70%,101.7484358,1.16952225
7/23/2020,Race or Ethnicity,Hispanic,Hispano,8614,203,40,0,232371,7.70%,370.7003025,1.721385199
7/23/2020,Race or Ethnicity,Multi-Racial,Multirracial,385,6,5,0,66392,2.20%,57.98891433,0.7531027835
7/23/2020,Race or Ethnicity,Native American,Nativo Americano,102,1,1,1,30178,1.00%,33.79945656,0.3313672212
7/23/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2012,27,30,0,12071,0.40%,1666.804739,24.85295336
7/23/2020,Race or Ethnicity,White,Blanco,17909,503,221,7,2387083,79.10%,75.0246221,0.925816153
7/22/2020,Age,0-17,,4364,107,0,0,,,,
7/22/2020,Age,18-24,,4807,94,0,0,,,,
7/22/2020,Age,25-44,,12989,179,22,2,,,,
7/22/2020,Age,45-64,,9408,142,100,0,,,,
7/22/2020,Age,65+,,3678,69,258,4,,,,
7/22/2020,Facility Type,Broader Community,Comunidad más amplia,30211,577,246,4,,,,
7/22/2020,Facility Type,Corrections,Intalación correccional,4388,7,21,0,,,,
7/22/2020,Facility Type,Nursing Home,Asilo de ancianos,647,7,113,2,,,,
7/22/2020,Gender,Female,Mujeres,16318,330,NA,NA,,,,
7/22/2020,Gender,Gender Unknown,Género desconocidos,49,-8,NA,NA,,,,
7/22/2020,Gender,Male,Hombres,18879,269,NA,NA,,,,
7/22/2020,Race or Ethnicity,African American,Afroamericano,7521,157,100,1,473795,15.70%,158.7395393,2.110617461
7/22/2020,Race or Ethnicity,Asian,Asiático,498,17,6,0,51303,1.70%,97.07034676,1.16952225
7/22/2020,Race or Ethnicity,Hispanic,Hispano,8411,175,40,0,232371,7.70%,361.9642727,1.721385199
7/22/2020,Race or Ethnicity,Multi-Racial,Multirracial,379,23,5,0,66392,2.20%,57.08519099,0.7531027835
7/22/2020,Race or Ethnicity,Native American,Nativo Americano,101,10,0,0,30178,1.00%,33.46808934,0
7/22/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1985,29,30,1,12071,0.40%,1644.437081,24.85295336
7/22/2020,Race or Ethnicity,White,Blanco,17406,404,214,3,2387083,79.10%,72.91744778,0.8964916595
7/21/2020,Age,0-17,,4257,134,0,0,,,,
7/21/2020,Age,18-24,,4713,95,0,0,,,,
7/21/2020,Age,25-44,,12810,226,20,0,,,,
7/21/2020,Age,45-64,,9266,196,100,5,,,,
7/21/2020,Age,65+,,3609,77,254,6,,,,
7/21/2020,Facility Type,Broader Community,Comunidad más amplia,29634,581,242,9,,,,
7/21/2020,Facility Type,Corrections,Intalación correccional,4381,122,21,2,,,,
7/21/2020,Facility Type,Nursing Home,Asilo de ancianos,640,25,111,0,,,,
7/21/2020,Gender,Female,Mujeres,15988,428,NA,NA,,,,
7/21/2020,Gender,Gender Unknown,Género desconocidos,57,-65,NA,NA,,,,
7/21/2020,Gender,Male,Hombres,18610,365,NA,NA,,,,
7/21/2020,Race or Ethnicity,African American,Afroamericano,7364,197,99,4,473795,15.70%,155.4258698,2.089511287
7/21/2020,Race or Ethnicity,Asian,Asiático,481,14,6,0,51303,1.70%,93.75670039,1.16952225
7/21/2020,Race or Ethnicity,Hispanic,Hispano,8236,171,40,2,232371,7.70%,354.4332124,1.721385199
7/21/2020,Race or Ethnicity,Multi-Racial,Multirracial,356,6,5,0,66392,2.20%,53.62091818,0.7531027835
7/21/2020,Race or Ethnicity,Native American,Nativo Americano,91,1,0,0,30178,1.00%,30.15441713,0
7/21/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1956,41,29,0,12071,0.40%,1620.412559,24.02452158
7/21/2020,Race or Ethnicity,White,Blanco,17002,478,211,5,2387083,79.10%,71.22500558,0.8839240194
7/20/2020,Age,0-17,,4123,118,0,0,,,,
7/20/2020,Age,18-24,,4618,115,0,0,,,,
7/20/2020,Age,25-44,,12584,197,20,1,,,,
7/20/2020,Age,45-64,,9070,190,95,2,,,,
7/20/2020,Age,65+,,3532,79,248,3,,,,
7/20/2020,Facility Type,Broader Community,Comunidad más amplia,29053,686,233,6,,,,
7/20/2020,Facility Type,Corrections,Intalación correccional,4259,11,19,0,,,,
7/20/2020,Facility Type,Nursing Home,Asilo de ancianos,615,2,111,0,,,,
7/20/2020,Gender,Female,Mujeres,15560,371,NA,NA,,,,
7/20/2020,Gender,Gender Unknown,Género desconocidos,122,35,NA,NA,,,,
7/20/2020,Gender,Male,Hombres,18245,293,NA,NA,,,,
7/20/2020,Race or Ethnicity,African American,Afroamericano,7167,126,95,2,473795,15.70%,151.2679534,2.005086588
7/20/2020,Race or Ethnicity,Asian,Asiático,467,8,6,0,51303,1.70%,91.02781514,1.16952225
7/20/2020,Race or Ethnicity,Hispanic,Hispano,8065,139,38,3,232371,7.70%,347.0742907,1.635315939
7/20/2020,Race or Ethnicity,Multi-Racial,Multirracial,350,3,5,0,66392,2.20%,52.71719484,0.7531027835
7/20/2020,Race or Ethnicity,Native American,Nativo Americano,90,0,0,0,30178,1.00%,29.8230499,0
7/20/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1915,8,29,0,12071,0.40%,1586.446856,24.02452158
7/20/2020,Race or Ethnicity,White,Blanco,16524,308,206,4,2387083,79.10%,69.2225616,0.8629779526
7/19/2020,Age,0-17,,4005,102,0,0,,,,
7/19/2020,Age,18-24,,4503,84,0,0,,,,
